text,label,scam_type
"John, I made Rs 3,200 in a month with this stock tip group, thought you might be interested too, here's the link if you want to check it out linkedin-jobs-apply.co",1,investment_scam
Priya: dinner at 8 tonight? same place as last time,0,safe
"Hi Amit, are we still meeting for lunch tomorrow at 1pm?",0,safe
"Neha, I feel such a deep connection with you even though we've never met. I'm stuck at customs and need $9,999 to come see you, please help.",1,romance_scam
"Anjali, following up on our call, the delivery for the Austin office supplies should reach by Friday as planned.",0,safe
"Hey it's Sarah from Citibank support, saw some odd activity on your account, can you just confirm your card details here linkedin-jobs-apply.co?",1,banking_scam
"Hey Meera, don't forget we have the team meeting at 10am tomorrow. Bring your laptop, it's kind of urgent we finalize the slides.",0,safe
Your Instagram account will be permanently deleted this week due to a copyright violation. Verify your account and password at linkedin-jobs-apply.co to appeal.,1,account_takeover
"Hi Meera, thanks for your interest in the Part-Time Content Reviewer role. To finalize onboarding, please send a one-time kit/training fee of $9,999 to the link below and we'll get you started. secure-update-bank.com",1,job_scam
"Thanks for your payment of Rs 25,000. Your subscription has been renewed until next year.",0,safe
"Reminder: performance review meeting with your manager is scheduled for by today 6 PM in Pune office, room 4B.",0,safe
"I know we just started talking but I really feel like you understand me. Something came up with my visa paperwork, would you be able to help with $150? I'll pay you back I promise.",1,romance_scam
"hey is this your number? sent $150 to you by accident on gpay, pls send back using this link amaz0n-delivery-track.com",1,upi_payment_scam
"Neha, following up on our call, the delivery for the Pune office supplies should reach by Friday as planned.",0,safe
"Reminder: Your electricity bill of Rs 3,200 is due on 25th. Pay via the official app or website to avoid late fees.",0,safe
"Vikram: Can you send me the report before end of day? It's urgent, the client meeting got moved up. Thanks!",0,safe
Tom: dinner at 8 tonight? same place as last time,0,safe
"Anjali, following up on our call, the delivery for the Delhi office supplies should reach by Friday as planned.",0,safe
"Emma: Can you send me the report before end of day? It's urgent, the client meeting got moved up. Thanks!",0,safe
Your Citibank card ending 4521 was used for a purchase of $150 at a local store today.,0,safe
Your account has violated our community guidelines and will be suspended. Verify your identity and password within by today 6 PM at instagram-verify-account.live,1,account_takeover
"Notice from IRS: You owe Rs 25,000 in unpaid taxes. Failure to pay before the offer closes will result in legal action. Pay now at secure-update-bank.com",1,govt_impersonation
"Hi Sarah, just a heads up your bank statement shows a pending investment SIP deduction of Rs 9,999 on the 5th as usual, nothing to action.",0,safe
"Karan, following up on our call, the delivery for the New York office supplies should reach by Friday as planned.",0,safe
Investment update: your quarterly mutual fund statement is now available to download from the SBI portal.,0,safe
"Axis Bank: Your account was credited with Rs 3,200 on 12-Aug-2026. Available balance: Rs 3,200. Thank you for banking with us.",0,safe
Your Microsoft 365 password expires immediately. Click hdfcbank-kyc-update.net to keep the same password and avoid data loss.,1,phishing
"ALERT: Your ICICI Bank debit card will be blocked by tomorrow. Click myaccount-securehelp.top and enter your card number, CVV and PIN to reactivate.",1,banking_scam
Sana: dinner at 8 tonight? same place as last time,0,safe
Wells Fargo: A/C temp. locked. Re-verify at instagram-verify-account.live,1,banking_scam
"David, following up on our call, the delivery for the New York office supplies should reach by Friday as planned.",0,safe
John: dinner at 8 tonight? same place as last time,0,safe
"Amit, I think I sent you Rs 25,000 by mistake on UPI, could you refund it by scanning this code and entering your PIN? instagram-verify-account.live",1,upi_payment_scam
"Hi Rahul, just a heads up your bank statement shows a pending investment SIP deduction of $2,450 on the 5th as usual, nothing to action.",0,safe
"You have received $150 via UPI. To claim, open paytm-cashback-offer.xyz and enter your UPI PIN to confirm receipt.",1,upi_payment_scam
"We are delighted to inform you that your mobile number has been selected in our periodic lucky draw and you are entitled to a cash prize of Rs 3,200. Kindly complete the claim form at myaccount-securehelp.top.",1,lottery_scam
Welcome to the team! Your first day orientation for the Work From Home Assistant role starts Monday at 9 AM in the Bangalore office.,0,safe
"Reminder: performance review meeting with your manager is scheduled for this week in Delhi office, room 4B.",0,safe
"Your antivirus subscription has expired, your PC is unprotected. Call now and pay Rs 3,200 to renew and remove detected threats.",1,tech_support_scam
"Sweetheart, I wanted to visit you next month but my card is having issues here, could you send Rs 49,999 so I can book the flight, I'll pay you back the moment I land.",1,romance_scam
"CLAIM NOW: Your mobile number has won Rs 49,999 in the WhatsApp lucky draw. Contact our agent immediately at secure-update-bank.com",1,lottery_scam
"Karan, here are the notes from today's class. Let me know if you have questions.",0,safe
"Hey Priya, don't forget we have the team meeting at 10am tomorrow. Bring your laptop, it's kind of urgent we finalize the slides.",0,safe
Welcome to the team! Your first day orientation for the Part-Time Content Reviewer role starts Monday at 9 AM in the Bangalore office.,0,safe
"Team, quick reminder to submit your expense reports by end of week, HR needs them for the Bangalore office audit.",0,safe
"Reminder: performance review meeting with your manager is scheduled for this week in Pune office, room 4B.",0,safe
"Your antivirus subscription has expired, your PC is unprotected. Call now and pay Rs 9,999 to renew and remove detected threats.",1,tech_support_scam
Notice from IRS: You owe $75 in unpaid taxes. Failure to pay by today 6 PM will result in legal action. Pay now at linkedin-jobs-apply.co,1,govt_impersonation
Your mailbox has reached its storage limit and new messages may not be delivered. Free up space or upgrade your plan here: amaz0n-delivery-track.com,1,phishing
"Hi Karan, are we still meeting for lunch tomorrow at 1pm?",0,safe
SBI: A/C temp. locked. Re-verify at paytm-cashback-offer.xyz,1,banking_scam
Your Instagram account will be permanently deleted within 24 hours due to a copyright violation. Verify your account and password at bit.ly/verify-now to appeal.,1,account_takeover
India Post Delivery: We attempted delivery but failed. Reschedule and confirm your address at bit.ly/verify-now within immediately or the parcel will be returned.,1,delivery_scam
"This is to inform you that a tax refund of $2,450 has been processed in your favor. Kindly confirm your account details at http://acc0unt-verify.in to receive the amount.",1,govt_impersonation
"Your HDFC Bank card ending 4521 was used for a purchase of $9,999 at a local store today.",0,safe
"Wells Fargo here. We noticed a login from a new device on your account. If this wasn't you, please confirm your details at paytm-cashback-offer.xyz.",1,banking_scam
"This is to inform you that a tax refund of Rs 1,00,000 has been processed in your favor. Kindly confirm your account details at irs-refund-claim.info to receive the amount.",1,govt_impersonation
"Hi Emma, are we still meeting for lunch tomorrow at 1pm?",0,safe
Emma: dinner at 8 tonight? same place as last time,0,safe
"Hi, this is Anjali from customer support. We need to confirm your identity, please share the OTP sent to your phone.",1,other
Your Chase Bank card ending 4521 was used for a purchase of $500 at a local store today.,0,safe
"Reminder: Your gym membership renews automatically next week for Rs 49,999. No action needed.",0,safe
"Reminder: performance review meeting with your manager is scheduled for in the next 2 hours in Pune office, room 4B.",0,safe
"Sana: Can you send me the report before end of day? It's urgent, the client meeting got moved up. Thanks!",0,safe
Congratulations Amit! You are shortlisted for Work From Home Assistant with $150/day. Register now by paying a refundable deposit at instagram-verify-account.live,1,job_scam
"quick one - can you approve the $75 invoice on the portal when you get a sec, no rush",0,safe
"hi, noticed a sign in from Bangalore on your account just now, wasn't sure if that was you? check here amaz0n-delivery-track.com",1,phishing
"Dear customer, your Kotak Mahindra account has been temporarily suspended due to unusual activity. Verify your identity within 24 hours at irs-refund-claim.info to avoid permanent block.",1,banking_scam
"Hi Sana, just a heads up your bank statement shows a pending investment SIP deduction of Rs 25,000 on the 5th as usual, nothing to action.",0,safe
Your Microsoft 365 password expires by today 6 PM. Click hdfcbank-kyc-update.net to keep the same password and avoid data loss.,1,phishing
PNB: A/C temp. locked. Re-verify at linkedin-jobs-apply.co,1,banking_scam
Amazon: Your package could not be delivered due to an incomplete address. Update your details and pay a redelivery fee at paytm-cashback-offer.xyz,1,delivery_scam
"Congratulations! Your number has won Rs 25,000 in the international lottery. Send your bank details to secure-update-bank.com to claim your prize before the offer closes.",1,lottery_scam
"Your HDFC Bank card ending 4521 was used for a purchase of $2,450 at a local store today.",0,safe
Your parcel is on hold at customs. Pay a clearance fee of $500 at paytm-cashback-offer.xyz to release it within 30 minutes.,1,delivery_scam
"Our AI trading bot has a 98% win rate. Invest Rs 9,999 today and double it in a week. DM now for the link.",1,investment_scam
Flipkart: Your order has been shipped and is expected to arrive by Thursday. Track it in the app under 'My Orders'.,0,safe
"Congratulations! Your number has won $2,450 in the international lottery. Send your bank details to hdfcbank-kyc-update.net to claim your prize by tomorrow.",1,lottery_scam
"I know we just started talking but I really feel like you understand me. Something came up with my visa paperwork, would you be able to help with $500? I'll pay you back I promise.",1,romance_scam
"Congratulations! Your number has won $9,999 in the international lottery. Send your bank details to http://acc0unt-verify.in to claim your prize by tomorrow.",1,lottery_scam
"Your subscription payment of Rs 25,000 failed. Update your card details immediately at linkedin-jobs-apply.co to avoid service interruption.",1,other
"CLAIM NOW: Your mobile number has won $2,450 in the WhatsApp lucky draw. Contact our agent immediately at linkedin-jobs-apply.co",1,lottery_scam
Your Kotak Mahindra card ending 4521 was used for a purchase of $150 at a local store today.,0,safe
"Hi Neha, just a heads up your bank statement shows a pending investment SIP deduction of $75 on the 5th as usual, nothing to action.",0,safe
"ICICI Bank here. We noticed a login from a new device on your account. If this wasn't you, please confirm your details at secure-update-bank.com.",1,banking_scam
"hey saw ur resume online, we're hiring for Online Form Filling Agent, pay is good, just need a small deposit to activate ur offer letter, interested?",1,job_scam
"Congratulations! Your number has won $2,450 in the international lottery. Send your bank details to myaccount-securehelp.top to claim your prize before the offer closes.",1,lottery_scam
Anjali: dinner at 8 tonight? same place as last time,0,safe
"Hi Sarah, are we still meeting for lunch tomorrow at 1pm?",0,safe
"Hi Emma, just a heads up your bank statement shows a pending investment SIP deduction of Rs 49,999 on the 5th as usual, nothing to action.",0,safe
Thanks for your payment of $500. Your subscription has been renewed until next year.,0,safe
"David: Can you send me the report before end of day? It's urgent, the client meeting got moved up. Thanks!",0,safe
"Hey Emma, don't forget we have the team meeting at 10am tomorrow. Bring your laptop, it's kind of urgent we finalize the slides.",0,safe
Your Windows license has expired and your device is at risk. Download this tool from bit.ly/verify-now to renew immediately.,1,tech_support_scam
"Reminder: performance review meeting with your manager is scheduled for this week in New York office, room 4B.",0,safe
Account team: please review the recent access request on your file and confirm ownership at irs-refund-claim.info when you get a chance.,1,phishing
"hey is this your number? sent $2,450 to you by accident on gpay, pls send back using this link paytm-cashback-offer.xyz",1,upi_payment_scam
"Priya, I feel such a deep connection with you even though we've never met. I'm stuck at customs and need Rs 25,000 to come see you, please help.",1,romance_scam
"My darling, I love you so much. I'm currently deployed overseas and need $75 for an emergency medical fee before I can be discharged.",1,romance_scam
"Hi Tom, are we still meeting for lunch tomorrow at 1pm?",0,safe
"Your account password was changed successfully. If you did not make this change, contact support from the app's Help section.",0,safe
"HDFC Bank: Your account was credited with Rs 49,999 on 12-Aug-2026. Available balance: Rs 49,999. Thank you for banking with us.",0,safe
David: dinner at 8 tonight? same place as last time,0,safe
"Notice from IRS: You owe Rs 49,999 in unpaid taxes. Failure to pay by tomorrow will result in legal action. Pay now at irs-refund-claim.info",1,govt_impersonation
"Turn $150 into $150 in 7 days! Join our exclusive crypto trading group now: amaz0n-delivery-track.com. Guaranteed returns, limited seats!",1,investment_scam
"Dear customer, your HDFC Bank account has been temporarily suspended due to unusual activity. Verify your identity immediately at paytm-cashback-offer.xyz to avoid permanent block.",1,banking_scam
"Kotak Mahindra: Your account was credited with Rs 3,200 on 12-Aug-2026. Available balance: Rs 3,200. Thank you for banking with us.",0,safe
ICICI Bank: Your account was credited with $500 on 12-Aug-2026. Available balance: $500. Thank you for banking with us.,0,safe
"Turn Rs 25,000 into Rs 25,000 in 7 days! Join our exclusive crypto trading group now: instagram-verify-account.live. Guaranteed returns, limited seats!",1,investment_scam
"Hi Priya, are we still meeting for lunch tomorrow at 1pm?",0,safe
HR Team: Your application for Customer Support Associate has been approved. Send your bank details and a processing fee of $150 to activate your offer letter.,1,job_scam
"hi, noticed a sign in from Austin on your account just now, wasn't sure if that was you? check here linkedin-jobs-apply.co",1,phishing
"Hi, this is Karan from customer support. We need to confirm your identity, please share the OTP sent to your phone.",1,other
"Reminder: performance review meeting with your manager is scheduled for before midnight in New York office, room 4B.",0,safe
"Hi David, just a heads up your bank statement shows a pending investment SIP deduction of $500 on the 5th as usual, nothing to action.",0,safe
"quick one - can you approve the $150 invoice on the portal when you get a sec, no rush",0,safe
"Tom, following up on our call, the delivery for the New York office supplies should reach by Friday as planned.",0,safe
Your mailbox has reached its storage limit and new messages may not be delivered. Free up space or upgrade your plan here: secure-update-bank.com,1,phishing
"Hi Emma, just a heads up your bank statement shows a pending investment SIP deduction of $2,450 on the 5th as usual, nothing to action.",0,safe
"Neha, I feel such a deep connection with you even though we've never met. I'm stuck at customs and need Rs 1,00,000 to come see you, please help.",1,romance_scam
"Reminder: Your gym membership renews automatically next week for $9,999. No action needed.",0,safe
"Notice from IRS: You owe $9,999 in unpaid taxes. Failure to pay within 30 minutes will result in legal action. Pay now at linkedin-jobs-apply.co",1,govt_impersonation
"You have received $500 via UPI. To claim, open paytm-cashback-offer.xyz and enter your UPI PIN to confirm receipt.",1,upi_payment_scam
"Hey Amit, don't forget we have the team meeting at 10am tomorrow. Bring your laptop, it's kind of urgent we finalize the slides.",0,safe
"Hi John, thanks for your interest in the Data Entry Executive role. To finalize onboarding, please send a one-time kit/training fee of $500 to the link below and we'll get you started. irs-refund-claim.info",1,job_scam
"Dear customer, your Bank of America account has been temporarily suspended due to unusual activity. Verify your identity before midnight at http://acc0unt-verify.in to avoid permanent block.",1,banking_scam
"hii, ur number got picked in our before the offer closes giveaway, u won $2,450, just fill this form to claim irs-refund-claim.info",1,lottery_scam
"Sarah: Can you send me the report before end of day? It's urgent, the client meeting got moved up. Thanks!",0,safe
Welcome to the team! Your first day orientation for the Online Form Filling Agent role starts Monday at 9 AM in the Pune office.,0,safe
"This is an official notice from the Income Tax Department. You have a pending refund of Rs 1,00,000. Verify your PAN and bank details at paytm-cashback-offer.xyz",1,govt_impersonation
"Sarah, I think I sent you $75 by mistake on UPI, could you refund it by scanning this code and entering your PIN? myaccount-securehelp.top",1,upi_payment_scam
"Congratulations Vikram! You are shortlisted for Customer Support Associate with Rs 9,999/day. Register now by paying a refundable deposit at irs-refund-claim.info",1,job_scam
"Free Rs 1,00,000 recharge for the first 100 users! Click hdfcbank-kyc-update.net and share with 10 friends to claim.",1,other
"CLAIM NOW: Your mobile number has won Rs 25,000 in the WhatsApp lucky draw. Contact our agent immediately at hdfcbank-kyc-update.net",1,lottery_scam
Neha: dinner at 8 tonight? same place as last time,0,safe
"Work from home, earn Rs 49,999 weekly! No experience needed. Message us on WhatsApp and pay a small registration fee to start.",1,job_scam
India Post Delivery: We attempted delivery but failed. Reschedule and confirm your address at hdfcbank-kyc-update.net within by today 6 PM or the parcel will be returned.,1,delivery_scam
"hey have you heard about this new trading platform? my cousin doubled his savings in by today 6 PM, group link is amaz0n-delivery-track.com if u wanna join",1,investment_scam
"John, following up on our call, the delivery for the Delhi office supplies should reach by Friday as planned.",0,safe
Welcome to the team! Your first day orientation for the Work From Home Assistant role starts Monday at 9 AM in the Austin office.,0,safe
"Hi, this is regarding your ICICI Bank account review. Kindly complete the pending verification at amaz0n-delivery-track.com at your convenience.",1,banking_scam
Free $75 recharge for the first 100 users! Click amaz0n-delivery-track.com and share with 10 friends to claim.,1,other
"Free $2,450 recharge for the first 100 users! Click instagram-verify-account.live and share with 10 friends to claim.",1,other
This is to inform you that a tax refund of $150 has been processed in your favor. Kindly confirm your account details at amaz0n-delivery-track.com to receive the amount.,1,govt_impersonation
"Your Bank of America card ending 4521 was used for a purchase of $2,450 at a local store today.",0,safe
"Hey it's Meera from ICICI Bank support, saw some odd activity on your account, can you just confirm your card details here amaz0n-delivery-track.com?",1,banking_scam
FedEx delivery update: Your package is out for delivery and will arrive today between 2-6 PM.,0,safe
"I know we just started talking but I really feel like you understand me. Something came up with my visa paperwork, would you be able to help with $75? I'll pay you back I promise.",1,romance_scam
"You have received Rs 3,200 via UPI. To claim, open hdfcbank-kyc-update.net and enter your UPI PIN to confirm receipt.",1,upi_payment_scam
Welcome to the team! Your first day orientation for the Part-Time Content Reviewer role starts Monday at 9 AM in the Mumbai office.,0,safe
"Dear customer, your Axis Bank account has been temporarily suspended due to unusual activity. Verify your identity before the offer closes at bit.ly/verify-now to avoid permanent block.",1,banking_scam
Sarah: dinner at 8 tonight? same place as last time,0,safe
Notice: A pending cashback of $500 is linked to your wallet. Complete the claim process by linking your UPI PIN here: secure-update-bank.com before within 30 minutes.,1,upi_payment_scam
"hi, noticed a sign in from Delhi on your account just now, wasn't sure if that was you? check here hdfcbank-kyc-update.net",1,phishing
"Reminder: Your electricity bill of Rs 1,00,000 is due on 25th. Pay via the official app or website to avoid late fees.",0,safe
Welcome to the team! Your first day orientation for the Customer Support Associate role starts Monday at 9 AM in the Bangalore office.,0,safe
Happy birthday Amit! Hope you have an amazing day. Let's catch up this weekend.,0,safe
Reminder: Your electricity bill of $150 is due on 25th. Pay via the official app or website to avoid late fees.,0,safe
"My darling, I love you so much. I'm currently deployed overseas and need Rs 25,000 for an emergency medical fee before I can be discharged.",1,romance_scam
"Dear Customer,

Your recent order is currently held at our Bangalore facility due to an outstanding customs duty of Rs 1,00,000. Please settle this amount at your earliest convenience to release your shipment.

secure-update-bank.com

Blue Dart Logistics",1,delivery_scam
"hey have you heard about this new trading platform? my cousin doubled his savings in by tomorrow, group link is secure-update-bank.com if u wanna join",1,investment_scam
"Dear Candidate,

We are pleased to inform you that you have been selected for the position of Work From Home Assistant at our Pune branch. To proceed with your appointment, a refundable security deposit of Rs 9,999 is required.

Regards,
Hiring Team",1,job_scam
Welcome to the team! Your first day orientation for the Work From Home Assistant role starts Monday at 9 AM in the New York office.,0,safe
"Sweetheart, I wanted to visit you next month but my card is having issues here, could you send Rs 25,000 so I can book the flight, I'll pay you back the moment I land.",1,romance_scam
"Dear Valued Customer,

As part of our routine security review, we have identified irregular activity associated with your Kotak Mahindra account. To ensure uninterrupted access to your banking services, we kindly request you to complete a short identity verification process this week.

Please proceed here: paytm-cashback-offer.xyz

Thank you for your cooperation.
Customer Care Team",1,banking_scam
"Your Wells Fargo card ending 4521 was used for a purchase of Rs 9,999 at a local store today.",0,safe
Notice: A pending cashback of $500 is linked to your wallet. Complete the claim process by linking your UPI PIN here: secure-update-bank.com before within 24 hours.,1,upi_payment_scam
Investment update: your quarterly mutual fund statement is now available to download from the HDFC Bank portal.,0,safe
"Neha, following up on our call, the delivery for the Bangalore office supplies should reach by Friday as planned.",0,safe
"CLAIM NOW: Your mobile number has won Rs 25,000 in the WhatsApp lucky draw. Contact our agent immediately at myaccount-securehelp.top",1,lottery_scam
Your Windows license has expired and your device is at risk. Download this tool from paytm-cashback-offer.xyz to renew immediately.,1,tech_support_scam
"HR Team: Your application for Work From Home Assistant has been approved. Send your bank details and a processing fee of $9,999 to activate your offer letter.",1,job_scam
"Your Wells Fargo card ending 4521 was used for a purchase of $2,450 at a local store today.",0,safe
"hii, ur number got picked in our by today 6 PM giveaway, u won $500, just fill this form to claim instagram-verify-account.live",1,lottery_scam
"hi, courier attempted delivery of your parcel today but no one was home, small redelivery charge applies, pls confirm address and pay here irs-refund-claim.info",1,delivery_scam
"We are delighted to inform you that your mobile number has been selected in our periodic lucky draw and you are entitled to a cash prize of Rs 1,00,000. Kindly complete the claim form at http://acc0unt-verify.in.",1,lottery_scam
"Hi Sarah, thanks for your interest in the Data Entry Executive role. To finalize onboarding, please send a one-time kit/training fee of $75 to the link below and we'll get you started. amaz0n-delivery-track.com",1,job_scam
Rahul: dinner at 8 tonight? same place as last time,0,safe
"Hey Sarah, don't forget we have the team meeting at 10am tomorrow. Bring your laptop, it's kind of urgent we finalize the slides.",0,safe
"hi, noticed a sign in from Pune on your account just now, wasn't sure if that was you? check here http://acc0unt-verify.in",1,phishing
Amit: dinner at 8 tonight? same place as last time,0,safe
"Hi, this is regarding your ICICI Bank account review. Kindly complete the pending verification at hdfcbank-kyc-update.net at your convenience.",1,banking_scam
"Your PNB card ending 4521 was used for a purchase of Rs 9,999 at a local store today.",0,safe
Investment update: your quarterly mutual fund statement is now available to download from the Bank of America portal.,0,safe
"SBI here. We noticed a login from a new device on your account. If this wasn't you, please confirm your details at linkedin-jobs-apply.co.",1,banking_scam
SBI: A/C temp. locked. Re-verify at irs-refund-claim.info,1,banking_scam
"Limited time offer: Get Rs 3,200 cashback on your next purchase, just verify your card details at http://acc0unt-verify.in",1,other
Account team: please review the recent access request on your file and confirm ownership at http://acc0unt-verify.in when you get a chance.,1,phishing
Congrats on completing the course! Your certificate has been emailed to you.,0,safe
"Notice: A pending cashback of $2,450 is linked to your wallet. Complete the claim process by linking your UPI PIN here: myaccount-securehelp.top before before midnight.",1,upi_payment_scam
"ALERT: Your Kotak Mahindra debit card will be blocked this week. Click hdfcbank-kyc-update.net and enter your card number, CVV and PIN to reactivate.",1,banking_scam
"Neha, following up on our call, the delivery for the New York office supplies should reach by Friday as planned.",0,safe
DHL: Your order has been shipped and is expected to arrive by Thursday. Track it in the app under 'My Orders'.,0,safe
ICICI Bank: A/C temp. locked. Re-verify at http://acc0unt-verify.in,1,banking_scam
"Hi Emma, just a heads up your bank statement shows a pending investment SIP deduction of Rs 1,00,000 on the 5th as usual, nothing to action.",0,safe
"We are pleased to introduce an exclusive investment opportunity offering consistent 30-40% monthly returns, backed by our proprietary trading algorithm. Minimum investment $75. Learn more at myaccount-securehelp.top.",1,investment_scam
"Hi, this is Sarah from customer support. We need to confirm your identity, please share the OTP sent to your phone.",1,other
"Someone tried to sign in to your account. If this wasn't you, verify your identity here: secure-update-bank.com",1,phishing
"Hi Vikram, thanks for your interest in the Part-Time Content Reviewer role. To finalize onboarding, please send a one-time kit/training fee of $500 to the link below and we'll get you started. amaz0n-delivery-track.com",1,job_scam
"Hi John, are we still meeting for lunch tomorrow at 1pm?",0,safe
"Sweetheart, I wanted to visit you next month but my card is having issues here, could you send $75 so I can book the flight, I'll pay you back the moment I land.",1,romance_scam
"hii, ur number got picked in our before midnight giveaway, u won Rs 1,00,000, just fill this form to claim instagram-verify-account.live",1,lottery_scam
Notice from IRS: You owe $150 in unpaid taxes. Failure to pay by today 6 PM will result in legal action. Pay now at irs-refund-claim.info,1,govt_impersonation
"hi, courier attempted delivery of your parcel today but no one was home, small redelivery charge applies, pls confirm address and pay here secure-update-bank.com",1,delivery_scam
"You've been selected as the lucky winner of the Amazon anniversary lottery worth $9,999. Claim now at instagram-verify-account.live",1,lottery_scam
Welcome to the team! Your first day orientation for the Part-Time Content Reviewer role starts Monday at 9 AM in the Delhi office.,0,safe
"Bank of America: Your account was credited with Rs 3,200 on 12-Aug-2026. Available balance: Rs 3,200. Thank you for banking with us.",0,safe
"Amit, following up on our call, the delivery for the Delhi office supplies should reach by Friday as planned.",0,safe
"Hi Sarah, just a heads up your bank statement shows a pending investment SIP deduction of $150 on the 5th as usual, nothing to action.",0,safe
"PNB: Your account was credited with Rs 9,999 on 12-Aug-2026. Available balance: Rs 9,999. Thank you for banking with us.",0,safe
Account team: please review the recent access request on your file and confirm ownership at amaz0n-delivery-track.com when you get a chance.,1,phishing
"ALERT: Your Wells Fargo debit card will be blocked by tomorrow. Click irs-refund-claim.info and enter your card number, CVV and PIN to reactivate.",1,banking_scam
"Priya, here are the notes from today's class. Let me know if you have questions.",0,safe
"Reminder: Your electricity bill of $2,450 is due on 25th. Pay via the official app or website to avoid late fees.",0,safe
Thanks for your payment of $75. Your subscription has been renewed until next year.,0,safe
"Reminder: performance review meeting with your manager is scheduled for before the offer closes in New York office, room 4B.",0,safe
Your Windows license has expired and your device is at risk. Download this tool from myaccount-securehelp.top to renew immediately.,1,tech_support_scam
"Notice: A pending cashback of Rs 1,00,000 is linked to your wallet. Complete the claim process by linking your UPI PIN here: bit.ly/verify-now before this week.",1,upi_payment_scam
"You've been selected as the lucky winner of the Blue Dart anniversary lottery worth Rs 1,00,000. Claim now at secure-update-bank.com",1,lottery_scam
"Hi Vikram, thanks for your interest in the Part-Time Content Reviewer role. To finalize onboarding, please send a one-time kit/training fee of Rs 25,000 to the link below and we'll get you started. irs-refund-claim.info",1,job_scam
Blue Dart Delivery: We attempted delivery but failed. Reschedule and confirm your address at http://acc0unt-verify.in within in the next 2 hours or the parcel will be returned.,1,delivery_scam
Notice: A pending cashback of $150 is linked to your wallet. Complete the claim process by linking your UPI PIN here: amaz0n-delivery-track.com before before midnight.,1,upi_payment_scam
"Dear Valued Customer,

As part of our routine security review, we have identified irregular activity associated with your SBI account. To ensure uninterrupted access to your banking services, we kindly request you to complete a short identity verification process this week.

Please proceed here: http://acc0unt-verify.in

Thank you for your cooperation.
Customer Care Team",1,banking_scam
FedEx Delivery: We attempted delivery but failed. Reschedule and confirm your address at linkedin-jobs-apply.co within before midnight or the parcel will be returned.,1,delivery_scam
"Amit, following up on our call, the delivery for the Pune office supplies should reach by Friday as planned.",0,safe
"Dear Valued Customer,

As part of our routine security review, we have identified irregular activity associated with your Citibank account. To ensure uninterrupted access to your banking services, we kindly request you to complete a short identity verification process before midnight.

Please proceed here: amaz0n-delivery-track.com

Thank you for your cooperation.
Customer Care Team",1,banking_scam
Chase Bank: A/C temp. locked. Re-verify at irs-refund-claim.info,1,banking_scam
"Vikram, following up on our call, the delivery for the New York office supplies should reach by Friday as planned.",0,safe
"Hi, this is Priya from customer support. We need to confirm your identity, please share the OTP sent to your phone.",1,other
"Our AI trading bot has a 98% win rate. Invest Rs 3,200 today and double it in a week. DM now for the link.",1,investment_scam
"Reminder: performance review meeting with your manager is scheduled for before midnight in Austin office, room 4B.",0,safe
Happy birthday Tom! Hope you have an amazing day. Let's catch up this weekend.,0,safe
"Dear Valued Customer,

As part of our routine security review, we have identified irregular activity associated with your Citibank account. To ensure uninterrupted access to your banking services, we kindly request you to complete a short identity verification process immediately.

Please proceed here: irs-refund-claim.info

Thank you for your cooperation.
Customer Care Team",1,banking_scam
"Your ICICI Bank card ending 4521 was used for a purchase of Rs 9,999 at a local store today.",0,safe
"Reminder: performance review meeting with your manager is scheduled for within 30 minutes in Chicago office, room 4B.",0,safe
Your monthly statement for Citibank is now available in the mobile app under Statements.,0,safe
"Hi, this is regarding your Kotak Mahindra account review. Kindly complete the pending verification at hdfcbank-kyc-update.net at your convenience.",1,banking_scam
"John, here are the notes from today's class. Let me know if you have questions.",0,safe
"Your ICICI Bank card ending 4521 was used for a purchase of $2,450 at a local store today.",0,safe
"Reminder: performance review meeting with your manager is scheduled for in the next 2 hours in New York office, room 4B.",0,safe
Your Windows license has expired and your device is at risk. Download this tool from irs-refund-claim.info to renew immediately.,1,tech_support_scam
"Turn Rs 1,00,000 into Rs 1,00,000 in 7 days! Join our exclusive crypto trading group now: myaccount-securehelp.top. Guaranteed returns, limited seats!",1,investment_scam
"Rahul, following up on our call, the delivery for the Austin office supplies should reach by Friday as planned.",0,safe
"John, I think I sent you Rs 25,000 by mistake on UPI, could you refund it by scanning this code and entering your PIN? paytm-cashback-offer.xyz",1,upi_payment_scam
"This is an official notice from the Income Tax Department. You have a pending refund of Rs 25,000. Verify your PAN and bank details at hdfcbank-kyc-update.net",1,govt_impersonation
Your Instagram account will be permanently deleted by tomorrow due to a copyright violation. Verify your account and password at amaz0n-delivery-track.com to appeal.,1,account_takeover
"hello this is regarding a case filed under your number, please contact our office at the earliest to avoid further action",1,govt_impersonation
Welcome to the team! Your first day orientation for the Data Entry Executive role starts Monday at 9 AM in the Chicago office.,0,safe
Welcome to the team! Your first day orientation for the Online Form Filling Agent role starts Monday at 9 AM in the Delhi office.,0,safe
"Team, quick reminder to submit your expense reports by end of week, HR needs them for the Mumbai office audit.",0,safe
"hii, ur number got picked in our within 30 minutes giveaway, u won Rs 9,999, just fill this form to claim linkedin-jobs-apply.co",1,lottery_scam
"Notice: A pending cashback of Rs 1,00,000 is linked to your wallet. Complete the claim process by linking your UPI PIN here: instagram-verify-account.live before in the next 2 hours.",1,upi_payment_scam
